"","ObjectID","Loc_name","Status","Score","Match_type","Match_addr","LongLabel","ShortLabel","Addr_type","Type","PlaceName","Place_addr","Phone","URL","Rank","AddBldg","AddNum","AddNumFrom","AddNumTo","AddRange","Side","StPreDir","StPreType","StName","StType","StDir","BldgType","BldgName","LevelType","LevelName","UnitType","UnitName","SubAddr","StAddr","Block","Sector","Nbrhd","District","City","MetroArea","Subregion","Region","RegionAbbr","Territory","Zone","Postal","PostalExt","Country","CntryName","LangCode","Distance","X","Y","DisplayX","DisplayY","Xmin","Xmax","Ymin","Ymax","ExInfo","IN_Address","IN_Address2","IN_Address3","IN_Neighborhood","IN_City","IN_Subregion","IN_Region","IN_Postal","IN_PostalExt","IN_CountryCode","USER_Region","USER_State","USER_Borrower_Name","USER_State_Tracking_Number","USER_Type_of_Assistance","USER_Supplemental_Appropriation","USER_Latest_Agreement_Action","USER_Initial_Agreement_Date","USER_Initial_Agreement_Amount","USER_Date_of_Latest_Agreement_Action","USER_Current_Agreement_Amount","USER_Annual_Interest_Rate____","USER_Annual_Fee_Rate____","USER_Annual_Finance_Charge____","USER_Upfront_Fees","USER_Repayment_Period__Years_","USER_Includes_Additional_Subsidy_","USER_Additional_Subsidy_Amount","USER_Green_Project_Reserve__GPR__Total","USER_Hardship_Disadvantaged_Community_","USER_Programmatic_Finance_","USER_Sponsorship_Lending_","USER_Sponsorship_Lending__Implementing_Partner","USER_Conduit_Finance_","USER_Subagreements_To_Date","USER_Total_Non_SRF_Co_funding","USER_Non_SRF_Co_funding___Federal","USER_Non_SRF_Co_funding___State","USER_Non_SRF_Co_funding___Local","USER_Project_Name","USER_Project_Description","USER_Project_Needs_Categories","USER_Facility_Name","USER_NPDES_Permit_Number","USER_Population_Served_by_Project","USER_Project_Start","USER_Project_Completion_Date","USER_Affected_Waterbody_Designation","USER_CWA_Compliance_Objective","USER_Designated_Water_Use___Protect","USER_Designated_Water_Use___Restore","USER_Improvement_or_Maintenance_of_Receiving_Waterbody_","USER_Linked_Assistance_Agreement_","USER_Linked_Assistance_Agreement___State_Tracking_Number","geometry"
"23",23,"World","M",96.1,"A","Town of Woodland, North Carolina","Town of Woodland, NC, USA","Town of Woodland","Locality","City","Town of Woodland","Town of Woodland, North Carolina","","",19,"","","","","","","","","","","","","","","","","","","","","","","","Town of Woodland","","Northampton County","North Carolina","NC","","","","","USA","United States","ENG",0,-77.21491,36.33061,-77.21491,36.33061,-77.23891,-77.19091,36.30661,36.35461,"","Woodland, Town of",NA,NA,NA,NA,NA,"North Carolina",NA,NA,NA,"Region 4","North Carolina","Woodland, Town of","CS370639-01","Loan","Not Applicable","Initial Agreement",2022-07-14,919150,2022-07-14,919150,0,0,0,0,20,"Yes",500000,0,"Yes","No","No",NA,"No",0,177000,0,177000,0,"Peachtree/Chestnut Sts Sewer Replacement","Replacement of 1,735 LF of 10-inch, and abandonment of 6-inch and 10-inch gravity sewer.","Centralized Wastewater Treatment - Sewer System Rehabilitation: $919,150.00",NA,NA,545,2023-06-19,NA,"Not Applicable","Maintain Compliance",NA,NA,"Improvement","No",NA,c(2525836.15308772, 943984.348586377)
"24",24,"World","M",96.67,"A","Selma Township, North Carolina","Selma Township, NC, USA","Selma Township","Locality","City","Selma Township","Township of Selma, North Carolina","","",21,"","","","","","","","","","","","","","","","","","","","","","","","Township of Selma","","Johnston County","North Carolina","NC","","","","","USA","United States","ENG",0,-78.2905,35.5681,-78.2905,35.5681,-78.3555,-78.2255,35.5031,35.6331,"OF","Selma, Town of",NA,NA,NA,NA,NA,"North Carolina",NA,NA,NA,"Region 4","North Carolina","Selma, Town of","CS370561-04","Loan","Not Applicable","Initial Agreement",2022-04-07,3015000,2022-04-07,3015000,0,0,0,0,20,"Yes",500000,0,"Yes","No","No",NA,"No",0,8250000,0,8250000,0,"Brack Wilson Pump Station Relocation and System Improvements","Brack Pump Station Relocation & System Improvements - Relocation of Brack Wilson Park Pump Station out of flood plain, rehabilitation of Campground Pump Station to include repair of the wet well, and sub basins 16A, 11, 17 & 8 to include 4,600 LF of 6-inch, 3,600 LF of 8-inch, and 600 LF of 12-inch gravity.","Centralized Wastewater Treatment - Sewer System Rehabilitation: $3,015,000.00",NA,NA,6950,NA,NA,"Not Applicable","Maintain Compliance",NA,NA,"Improvement","No",NA,c(2210991.57407517, 662442.885041752)
"25",25,"World","M",100,"M","Yadkin Valley Sewer Authority","Yadkin Valley Sewer Authority, 500 NC Highway 268 W, Elkin, NC, 28621, USA","Yadkin Valley Sewer Authority","POI","Government Office","Yadkin Valley Sewer Authority","500 NC Highway 268 W, Elkin, North Carolina, 28621","(336) 835-9819","www.yvsa.org",22," ","500"," "," "," "," "," "," ","NC Highway 268"," ","W"," "," "," "," "," "," "," ","500 NC Highway 268 W"," "," "," "," ","Elkin"," ","Surry County","North Carolina","NC"," "," ","28621","2811","USA","United States","ENG",0,-80.864736363339,36.253249405661,-80.8647657,36.2538208,-80.8697657,-80.8597657,36.2488208,36.2588208," ","Yadkin Valley Sewer Authority",NA,NA,NA,NA,NA,"North Carolina",NA,NA,NA,"Region 4","North Carolina","Yadkin Valley Sewer Authority","CS370541-08","Loan","Not Applicable","Initial Agreement",2022-05-03,657500,2022-05-03,657500,0.38,0,0.38,0,20,"No",0,657500,"No","No","No",NA,"No",0,0,0,0,0,"WWTP Dual Ditch Extended Aeration Blower Replacement Project","Replacement of three (3) 1,193 SCFM blowers including VFDs; improvements to blower building ventilation.","Energy Conservation - Energy Efficiency: $657,500.00","YADKIN VALLEY SEWER AUTHORITY WWTP","NCG110139",5500,2022-03-22,NA,"Not Applicable","Maintain Compliance",NA,NA,"Maintenance","No",NA,c(1450171.25273554, 916464.140323585)
"26",26,"World","M",96.1,"A","Town of Lake Lure, North Carolina","Town of Lake Lure, NC, USA","Town of Lake Lure","Locality","City","Town of Lake Lure","Town of Lake Lure, North Carolina","","",19,"","","","","","","","","","","","","","","","","","","","","","","","Town of Lake Lure","","Rutherford County","North Carolina","NC","","","","","USA","United States","ENG",0,-82.20627,35.44026,-82.20627,35.44026,-82.25527,-82.15727,35.39126,35.48926,"","Lake Lure, Town of",NA,NA,NA,NA,NA,"North Carolina",NA,NA,NA,"Region 4","North Carolina","Lake Lure, Town of","CS370489-05","Loan","Not Applicable","Amendment",2022-03-10,12500000,2023-10-18,19580261,0,0,0,0,30,"Yes",500000,0,"Yes","No","No",NA,"No",0,8000000,0,8000000,0,"Subaqueous Sanitary Sewer Replacement Wastewater Collection System Improvements","Collection System
Installation of a sewer access valve at the Lake Lure dam.  Phase 1 replacement of the existing Lake Lure subaqueous sanitary sewer collection system with a Backshore Gravity/Lift Station system, consisting of approximately 14,403 LF of 14-inch and 1,950 LF of 16-inch HDPE gravity sewers, 1,271 service connections, and 19 manholes.

Wastewater Treatment Plant
Rehabilitation of fine step screen; installation of a grit removal system and replacement of digester tank, piping, and diffusers, associated yard piping, appurtenances, and electrical work.","Centralized Wastewater Treatment - Sewer System Rehabilitation: $9,790,130.50<br> Centralized Wastewater Treatment - New Collector Sewers: $9,790,130.50","Lake Lure WWTP","NC0025381",1634,2022-08-30,NA,"Not Applicable","Maintain Compliance",NA,NA,"Improvement","No",NA,c(1045172.3952379, 630580.654935205)
"27",27,"World","M",95.61,"M","Town of Bailey, North Carolina","Town of Bailey, NC, USA","Town of Bailey","Locality","City","Town of Bailey","Town of Bailey, North Carolina"," "," ",19," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Town of Bailey"," ","Nash County","North Carolina","NC"," "," "," "," ","USA","United States","ENG",0,-78.11292,35.78061,-78.11292,35.78061,-78.12192,-78.10392,35.77161,35.78961," ","Bailey, Town of",NA,NA,NA,NA,NA,"North Carolina",NA,NA,NA,"Region 4","North Carolina","Bailey, Town of","CS370696-02","Loan","Not Applicable","Initial Agreement",2022-04-05,500000,2022-04-05,500000,0,0,0,0,0,"Yes",500000,0,"Yes","No","No",NA,"No",0,981500,0,981500,0,"Sewer Rehab","Rehabilitation/replacement of 5,200 LF of 8-inch gravity sewer, 25 manholes, and 110 sewer services","Centralized Wastewater Treatment - Sewer System Rehabilitation: $500,000.00",NA,NA,566,2023-02-03,NA,"Not Applicable","Maintain Compliance",NA,NA,"Improvement","No",NA,c(2263107.97558487, 740214.262010531)
"28",28,"World","M",97.63,"M","Town of Murfreesboro, North Carolina","Town of Murfreesboro, NC, USA","Town of Murfreesboro","Locality","City","Town of Murfreesboro","Town of Murfreesboro, North Carolina"," "," ",19," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Town of Murfreesboro"," ","Hertford County","North Carolina","NC"," "," "," "," ","USA","United States","ENG",0,-77.09655,36.44209,-77.09655,36.44209,-77.11955,-77.07355,36.41909,36.46509," ","Murfreesboro, Town of",NA,NA,NA,NA,NA,"North Carolina",NA,NA,NA,"Region 4","North Carolina","Murfreesboro, Town of","CS370491-06","Loan","Not Applicable","Initial Agreement",2022-02-15,537003,2022-02-15,537003,0,0,0,0,20,"Yes",500000,0,"Yes","No","No",NA,"No",0,0,0,0,0,"Carver Park Lift Station Replacement/Relocation","Replacement and relocation of Carver Park PS out of 100 and 500 year flood plains","Centralized Wastewater Treatment - Sewer System Rehabilitation: $537,003.00",NA,NA,2993,NA,NA,"Not Applicable","Maintain Compliance",NA,NA,"Improvement","No",NA,c(2559919.25165358, 985213.001592948)
"29",29,"World","M",97.14,"A","Farmville Township, North Carolina","Farmville Township, NC, USA","Farmville Township","Locality","City","Farmville Township","Township of Farmville, North Carolina","","",21,"","","","","","","","","","","","","","","","","","","","","","","","Township of Farmville","","Pitt County","North Carolina","NC","","","","","USA","United States","ENG",0,-77.59121,35.59455,-77.59121,35.59455,-77.66721,-77.51521,35.51855,35.67055,"OF","Farmville, Town of",NA,NA,NA,NA,NA,"North Carolina",NA,NA,NA,"Region 4","North Carolina","Farmville, Town of","CS370383-05","Loan","Not Applicable","Final Agreement",2022-02-09,500000,2023-03-15,479826,0,0,0,0,20,"Yes",479826,0,"Yes","No","No",NA,"No",0,0,0,0,0,"Moore St","Moore Street Sanitary Replacement","Centralized Wastewater Treatment - Sewer System Rehabilitation: $479,826.00",NA,NA,4716,2023-02-27,2023-08-15,"Not Assessed","Not Applicable",NA,NA,"Not Applicable","No",NA,c(2418799.77829697, 674287.694690395)
"30",30,"World","M",96.48,"A","City of Southport, North Carolina","City of Southport, NC, USA","City of Southport","Locality","City","City of Southport","City of Southport, North Carolina","","",19,"","","","","","","","","","","","","","","","","","","","","","","","City of Southport","","Brunswick County","North Carolina","NC","","","","","USA","United States","ENG",0,-78.01931,33.92538,-78.01931,33.92538,-78.05131,-77.98731,33.89338,33.95738,"","Southport, City of",NA,NA,NA,NA,NA,"North Carolina",NA,NA,NA,"Region 4","North Carolina","Southport, City of","CS370714-03","Loan","Not Applicable","Initial Agreement",2022-02-18,29783014,2022-02-18,29783014,1.16,0,1.16,0,20,"No",0,0,"No","No","No",NA,"No",0,0,0,0,0,"Expand and connect to the Shallotte WWTP (owned and operated by Brunswick County)","Sewer forcemain to West. Regional Brunswick Co. WWTP, and (2) a 0.75 MGD expansion of the Shallotte WWTP.","Centralized Wastewater Treatment - Advanced Treatment: $22,361,895.00<br> Centralized Wastewater Treatment - New Interceptors: $7,421,119.00",NA,NA,4679,NA,NA,"Not Applicable","Maintain Compliance",NA,NA,"Improvement","No",NA,c(2297542.09244781, 65303.0838406426)
"31",31,"World","M",98.39,"A","Town of Biltmore Forest, North Carolina","Town of Biltmore Forest, NC, USA","Town of Biltmore Forest","Locality","City","Town of Biltmore Forest","Town of Biltmore Forest, North Carolina","","",19,"","","","","","","","","","","","","","","","","","","","","","","","Town of Biltmore Forest","","Buncombe County","North Carolina","NC","","","","","USA","United States","ENG",0,-82.54034,35.5348,-82.54034,35.5348,-82.56334,-82.51734,35.5118,35.5578,"","Biltmore Forest, Town of",NA,NA,NA,NA,NA,"North Carolina",NA,NA,NA,"Region 4","North Carolina","Biltmore Forest, Town of","CS370872-01","Loan","Not Applicable","Initial Agreement",2021-12-14,292600,2021-12-14,292600,0,0,0,0,20,"No",0,292600,"No","No","No",NA,"No",0,0,0,0,0,"Greenwood Park Stream Restoration","Stream restoration and establishment of 30 foot buffers with plantings of native trees, shrubs, and herbaceous native species","Stormwater - Green Infrastructure: $292,600.00",NA,NA,1343,2022-05-23,2022-11-04,"Not Applicable","Not Applicable",NA,NA,"Improvement","No",NA,c(946953.403309081, 668348.561722861)
"32",32,"World","M",96.67,"A","Tryon Township, North Carolina","Tryon Township, NC, USA","Tryon Township","Locality","City","Tryon Township","Township of Tryon, North Carolina","","",21,"","","","","","","","","","","","","","","","","","","","","","","","Township of Tryon","","Polk County","North Carolina","NC","","","","","USA","United States","ENG",0,-82.25503,35.21907,-82.25503,35.21907,-82.30303,-82.20703,35.17107,35.26707,"OF","Tryon, Town of",NA,NA,NA,NA,NA,"North Carolina",NA,NA,NA,"Region 4","North Carolina","Tryon, Town of","CS370620-02","Loan","ASADRA","Initial Agreement",2021-10-19,2189950,2021-10-19,2189950,0.18,0,0.18,0,20,"Yes",1000000,0,"Yes","No","No",NA,"No",0,1643397,0,1643397,0,"Braewick Road Sewer Rehabilitation Project","Braewick Road Sewer Rehabilitation Project","Centralized Wastewater Treatment - Sewer System Rehabilitation: $2,189,950.00",NA,NA,837,NA,NA,"Not Applicable","Maintain Compliance",NA,NA,"Improvement","No",NA,c(1028017.64767002, 550593.978811789)
"33",33,"World","M",96.48,"A","City of Randleman, North Carolina","City of Randleman, NC, USA","City of Randleman","Locality","City","City of Randleman","City of Randleman, North Carolina","","",19,"","","","","","","","","","","","","","","","","","","","","","","","City of Randleman","","Randolph County","North Carolina","NC","","","","","USA","United States","ENG",0,-79.80674,35.81632,-79.80674,35.81632,-79.84174,-79.77174,35.78132,35.85132,"","Randleman, City of",NA,NA,NA,NA,NA,"North Carolina",NA,NA,NA,"Region 4","North Carolina","Randleman, City of","CS370662-04","Loan","Not Applicable","Initial Agreement",2021-10-11,1787500,2021-10-11,1787500,1.13,0,1.13,0,20,"No",0,0,"No","No","No",NA,"No",0,0,0,0,0,"WW Treatment Facility Repairs","Laboratory Building Expansion; New Tertiary Treatment Filtration Disk Filter; Blower and chemical Feed Building Repairs","Centralized Wastewater Treatment - Sewer System Rehabilitation: $1,787,500.00","RANDLEMAN WWTP","NCG110138",1792,NA,NA,"Not Applicable","Maintain Compliance",NA,NA,"Improvement","No",NA,c(1760825.95425599, 753008.833711556)
"34",34,"World","M",100,"M","Yadkin Valley Sewer Authority","Yadkin Valley Sewer Authority, 500 NC Highway 268 W, Elkin, NC, 28621, USA","Yadkin Valley Sewer Authority","POI","Government Office","Yadkin Valley Sewer Authority","500 NC Highway 268 W, Elkin, North Carolina, 28621","(336) 835-9819","www.yvsa.org",22," ","500"," "," "," "," "," "," ","NC Highway 268"," ","W"," "," "," "," "," "," "," ","500 NC Highway 268 W"," "," "," "," ","Elkin"," ","Surry County","North Carolina","NC"," "," ","28621","2811","USA","United States","ENG",0,-80.864736363339,36.253249405661,-80.8647657,36.2538208,-80.8697657,-80.8597657,36.2488208,36.2588208," ","Yadkin Valley Sewer Authority",NA,NA,NA,NA,NA,"North Carolina",NA,NA,NA,"Region 4","North Carolina","Yadkin Valley Sewer Authority","CS370541-09","Loan","ASADRA","Amendment",2021-11-01,670000,2024-01-22,876681,0,0,0,0,20,"Yes",502500,0,"Yes","No","No",NA,"No",0,1088400,0,1088400,0,"2020 Collection System Rehabilitation - Part I (Pipeline Rehabilitation)","Eligible

Replacement of approximately 60 LF of 4-inch gravity sewer with 8-inch gravity sewer, 450 LF of 8-inch gravity sewer, 160 LF of 10-inch gravity sewer, 18-inch gravity sewer aerial crossing, and one (1) manhole; rehabilitation of 335 LF of 8-inch gravity sewer and fifty (50) manholes, and ten (10) spot repairs of gravity pipe and drop connections.","Centralized Wastewater Treatment - Sewer System Rehabilitation: $876,681.00",NA,NA,5500,2021-11-01,NA,"Not Applicable","Maintain Compliance",NA,NA,"Improvement","No",NA,c(1450171.25273554, 916464.140323585)
"35",35,"World","M",95.71,"A","City of Brevard, North Carolina","City of Brevard, NC, USA","City of Brevard","Locality","City","City of Brevard","City of Brevard, North Carolina","","",19,"","","","","","","","","","","","","","","","","","","","","","","","City of Brevard","","Transylvania County","North Carolina","NC","","","","","USA","United States","ENG",0,-82.72671,35.24288,-82.72671,35.24288,-82.76971,-82.68371,35.19988,35.28588,"","Brevard, City of",NA,NA,NA,NA,NA,"North Carolina",NA,NA,NA,"Region 4","North Carolina","Brevard, City of","CS370476-09","Loan","Not Applicable","Amendment",2021-10-05,2083000,2021-11-10,2241300,0,0,0,0,20,"Yes",500000,0,"Yes","No","No",NA,"No",0,0,0,0,0,"Gallimore road Sewer Basin Rehabilitation","Replacement of 1,500 LF of 8-inch and 7,000 LF 12-inch gravity sewer, rehabilitation of 400 LF of 8-inch gravity sewer with CIPP","Centralized Wastewater Treatment - Sewer System Rehabilitation: $2,241,300.00",NA,NA,3036,2021-11-08,NA,"Not Applicable","Maintain Compliance",NA,NA,"Improvement","No",NA,c(887556.808433065, 564206.242274488)
"36",36,"World","M",97.24,"A","City of Hickory, North Carolina","City of Hickory, NC, USA","City of Hickory","Locality","City","City of Hickory","City of Hickory, North Carolina","","",19,"","","","","","","","","","","","","","","","","","","","","","","","City of Hickory","","Catawba County","North Carolina","NC","","","","","USA","United States","ENG",0,-81.32302,35.74255,-81.32302,35.74255,-81.40402,-81.24202,35.66155,35.82355,"","Hickory, City of",NA,NA,NA,NA,NA,"North Carolina",NA,NA,NA,"Region 4","North Carolina","Hickory, City of","CS370389-23","Loan","Not Applicable","Initial Agreement",2021-09-16,30000000,2021-09-16,30000000,0.07,0,0.07,0,20,"No",0,0,"No","No","No",NA,"No",0,0,0,0,0,"Henry Forks WWTF Solids Handling Facilities Upgrade","Installation of a new solids handling facility at Hickory WWTP to include septage receiving station, solids receiving station, two gravity belt thickeners, solids processing building, solids holding basins, two belt filter presses, dewatered cake storage bin, solids dryer system to generate Class A biosolids, dried product storage, and two biofilters for odor control","Centralized Wastewater Treatment - Advanced Treatment: $30,000,000.00",NA,NA,41067,2022-09-06,NA,"Not Applicable","Not Applicable",NA,NA,"Improvement","No",NA,c(1310721.70033322, 733250.434163489)
"37",37,"World","M",74.98,"M","Southeast Regional Park","Southeast Regional Park, Township of Whiteville, NC, USA","Southeast Regional Park","POI","Building","Southeast Regional Park","Township of Whiteville, North Carolina"," "," ",24," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Township of Whiteville"," ","Columbus County","North Carolina","NC"," "," "," "," ","USA","United States","ENG",0,-78.76869,34.33091,-78.76869,34.33091,-78.77369,-78.76369,34.32591,34.33591,"AIRPORT AUTHORITY","Southeast Regional Airport Authority",NA,NA,NA,NA,NA,"North Carolina",NA,NA,NA,"Region 4","North Carolina","Southeast Regional Airport Authority","CS370922-01","Loan","Not Applicable","Amendment",2021-10-11,579858,2022-09-06,731341,1.13,0,1.13,0,20,"No",0,0,"No","No","No",NA,"No",0,0,0,0,0,"Pell Road Sewer Rehab","Rehabilitation of 350 LF of 8-inch, 1,500 LF of 12-inch, and 500 LF of 15-inch gravity sewer","Centralized Wastewater Treatment - Infiltration/Inflow Correction: $731,341.00","LAURINBURG INDUSTRIAL WWTP","NC0044725",75,2022-11-07,NA,"Not Applicable","Maintain Compliance",NA,NA,"Improvement","No",NA,c(2069836.80263335, 211507.041665908)
"38",38,"World","M",98.01,"A","Town of Pilot Mountain, North Carolina","Town of Pilot Mountain, NC, USA","Town of Pilot Mountain","Locality","City","Town of Pilot Mountain","Town of Pilot Mountain, North Carolina","","",19,"","","","","","","","","","","","","","","","","","","","","","","","Town of Pilot Mountain","","Surry County","North Carolina","NC","","","","","USA","United States","ENG",0,-80.47295,36.38579,-80.47295,36.38579,-80.49095,-80.45495,36.36779,36.40379,"","Pilot Mountain, Town of",NA,NA,NA,NA,NA,"North Carolina",NA,NA,NA,"Region 4","North Carolina","Pilot Mountain, Town of","CS370545-04","Loan","Not Applicable","Initial Agreement",2021-12-15,1435000,2021-12-15,1435000,0,0,0,0,20,"Yes",500000,0,"Yes","No","No",NA,"No",0,1744000,0,1744000,0,"WWTP and Sewer Lift Station Improvements Project","Eligible

Wastewater Treatment Plant:
Replacement of influent pump station, installation of generator at influent pump station, rehabilitation of clarifier, replacement of valves, associated mechanical and electrical sitework and yard piping.

Wastewater Collection System:
Replacement of pumps at Old Barn Circle, Mayor, Upper Crestwood, Lower Crestwood, Nelson Street, Neighbor’s and Lola Street pump stations, electricals, valves and appurtenances.","Centralized Wastewater Treatment - Sewer System Rehabilitation: $1,435,000.00","PILOT MOUNTAIN WWTP","NC0026646",755,2022-03-28,NA,"Not Applicable","Maintain Compliance",NA,NA,"Improvement","No",NA,c(1566401.92753057, 962563.277840745)
